사파, 74, 141
차마, 83, 181
바사, 85, 196
가나, 76, 157
다타, 83, 195
자차, 79, 199
마자, 52, 168
자마, 65, 150
타카, 88, 163
다사, 93, 160
바마, 83, 180
라바, 79, 185
라자, 42, 174
카파, 68, 174
라마, 70, 191
차차, 68, 186
사라, 95, 164
마가, 46, 157
아사, 74, 155
하라, 46, 185
다하, 58, 145
하차, 71, 188
라바, 62, 177
마아, 51, 144
다차, 68, 194
다차, 71, 174
하카, 98, 169
아파, 91, 192
라바, 51, 162
타카, 94, 150
하사, 83, 154
파가, 51, 177
자마, 52, 166
라파, 90, 195
바카, 91, 189
나다, 72, 198
카사, 81, 167
아다, 40, 188
마나, 55, 191
자파, 85, 156
자라, 77, 148
나사, 73, 195
자가, 66, 195
사자, 94, 170
마사, 91, 150
바아, 57, 156
파바, 99, 169
다바, 51, 152
자아, 48, 157
타사, 72, 154
자다, 52, 185
나바, 45, 151
가가, 85, 153
마파, 61, 164
파아, 79, 155
나타, 90, 151
아바, 42, 180
나마, 94, 156
자가, 85, 177
나가, 81, 141
차나, 42, 191
아차, 81, 170
라다, 94, 195
카하, 63, 166
아아, 53, 144
하카, 77, 185
사다, 41, 165
타마, 46, 196
파사, 65, 179
카바, 81, 154
사타, 97, 149
타사, 64, 149
타자, 65, 178
자카, 75, 142
마마, 56, 190
파다, 92, 197
차가, 79, 156
라사, 50, 174
나타, 63, 161
하라, 89, 153
가자, 89, 186
마타, 81, 141
하바, 84, 173
바가, 66, 184
하라, 46, 196
다라, 52, 193
가바, 46, 174
다차, 45, 154
타카, 65, 171
카차, 58, 178
사라, 68, 141
카타, 67, 188
타차, 59, 152
마타, 85, 197
차카, 85, 142
다다, 73, 155
자카, 95, 187
마아, 83, 190
가자, 92, 143
라차, 90, 198
나라, 56, 142
하바, 61, 194
타타, 58, 181
다마, 45, 156
차차, 75, 158
바타, 48, 194
카카, 88, 164
타마, 52, 170
사아, 42, 181
바바, 95, 173
다라, 52, 160
사파, 81, 164
타하, 77, 191
바마, 91, 149
차나, 84, 151
마다, 64, 194
타차, 77, 194
하타, 77, 169
라카, 53, 172
차가, 95, 192
마가, 48, 181
차마, 48, 142
마마, 41, 197
바타, 58, 196
타마, 86, 167
타자, 62, 181
나라, 55, 182
하마, 57, 197
바자, 69, 177
다아, 78, 142
바차, 68, 141
마자, 93, 175
바마, 69, 189
카라, 66, 159
라마, 71, 156
파타, 62, 164
하카, 48, 175
다타, 58, 157
라사, 79, 195
아가, 89, 175
가자, 59, 190
나다, 46, 172
마아, 69, 179
차하, 96, 159
가파, 61, 177
마자, 56, 150
다라, 61, 184
카차, 64, 190
바가, 92, 169
가사, 56, 172
아다, 95, 143
아아, 54, 161
라카, 42, 181
하타, 80, 147
차하, 48, 190
아가, 45, 195
다마, 91, 156
차라, 98, 179
가자, 58, 173
사하, 67, 179
마바, 62, 177
파하, 80, 198
나사, 58, 190
바카, 55, 158
자카, 51, 192
파파, 77, 151
아마, 58, 169
타타, 63, 190
카아, 90, 151
마파, 51, 180
파차, 72, 144
나카, 47, 168
파가, 85, 160
자카, 86, 148
파타, 57, 150
카사, 58, 169
타하, 42, 178
차다, 87, 143
바하, 78, 171
차사, 77, 181
자마, 50, 162
하아, 40, 172
바아, 59, 181
파사, 87, 198
바자, 76, 155
아차, 69, 146
카가, 54, 184
아아, 59, 159
라나, 61, 143
가아, 78, 191
타가, 57, 170
나카, 48, 156
가가, 99, 197
마파, 46, 185
마다, 46, 154
파마, 80, 170
자자, 66, 140
사다, 49, 159
다파, 78, 168
차카, 99, 189
라바, 65, 175
타차, 40, 188
라자, 75, 157
차사, 90, 150
사자, 87, 167
자자, 46, 162
파자, 51, 147
다라, 46, 180
차다, 90, 140
아바, 63, 159
마마, 87, 143
아아, 92, 163
파바, 78, 189
라나, 97, 162
사다, 61, 188
가아, 58, 191
아마, 78, 161
마다, 45, 186
자하, 68, 168
타자, 84, 177
바카, 77, 183
나라, 49, 182
타타, 95, 163
파차, 61, 176
타타, 96, 148
바다, 41, 156
바카, 90, 156
타자, 82, 188
가카, 45, 199
마다, 71, 189
타차, 61, 182
아하, 92, 197
자타, 69, 191
하아, 88, 177
바아, 96, 148
마라, 71, 141
차사, 49, 149
가카, 53, 190
차하, 65, 143
파아, 47, 191
가하, 67, 176
나다, 73, 188
가사, 96, 177
카자, 87, 148
아카, 56, 161
나마, 40, 194
사카, 99, 145
마가, 65, 192
바나, 41, 161
다차, 40, 143
마카, 95, 148
바나, 94, 182
바바, 52, 153
하타, 62, 198
자아, 72, 198
카바, 93, 197
사차, 89, 157
나자, 74, 184
차자, 59, 157
차아, 89, 150
사나, 76, 159
하다, 51, 178
바라, 60, 196
파아, 68, 165
사자, 83, 194
라바, 69, 173
마차, 98, 163
차하, 95, 142
바차, 42, 157
라마, 90, 160
나사, 80, 159
다차, 46, 141
가타, 40, 168
카차, 95, 161
다아, 44, 141
차카, 63, 178
다파, 81, 146
카라, 85, 149
마아, 80, 176
카나, 66, 144
하가, 84, 178
자타, 46, 154
사다, 57, 146
다가, 59, 158
파마, 71, 186
자사, 60, 177
아파, 53, 145
하파, 50, 177
하사, 48, 156
마아, 74, 140
나타, 81, 142
자라, 40, 186
하차, 82, 169
파바, 91, 160
바타, 71, 142
라바, 88, 176
자마, 78, 165
사다, 87, 193
카나, 85, 186
마차, 60, 197
마다, 94, 192
가가, 82, 154
파라, 41, 188
라가, 73, 181
아나, 46, 174
카차, 86, 152
타사, 70, 169
마타, 68, 195
파라, 86, 156
마가, 58, 184
바바, 77, 155
가다, 41, 156
사나, 56, 172
마마, 79, 179
마다, 46, 198
파다, 46, 197
자하, 68, 188
마파, 99, 198
차다, 58, 186
다라, 76, 180
바카, 45, 190
차마, 82, 161
마다, 41, 184
하나, 56, 145
가다, 60, 170
다하, 55, 159
가자, 45, 141
바아, 97, 193
사차, 98, 194
바라, 45, 193
가카, 51, 152
마자, 89, 181
자아, 54, 149
하카, 55, 145
마파, 77, 176
다파, 60, 196
나자, 86, 177
파라, 67, 193
하바, 54, 177
아자, 59, 170
아자, 72, 140
바아, 86, 161
가나, 46, 156
하하, 87, 164
라자, 56, 184
가다, 53, 176
가바, 53, 146
다나, 94, 187
바하, 71, 153
차차, 87, 154
차파, 71, 160
바마, 52, 170
라마, 82, 199
아타, 52, 172
사나, 49, 184
하자, 68, 152
마바, 49, 159
하차, 66, 153
카바, 43, 175
자라, 86, 172
사라, 95, 193
타다, 74, 176
라파, 92, 144
마나, 69, 145
하바, 74, 167
나다, 88, 168
타자, 40, 146
파라, 95, 172
가다, 75, 161
아아, 86, 170
가바, 71, 141
바타, 96, 153
차사, 76, 178
파차, 55, 189
타라, 59, 191
나바, 63, 193
다가, 79, 159
다마, 62, 157
사카, 66, 179
라카, 96, 180
파아, 93, 189
타바, 82, 160
나타, 51, 141
사카, 66, 172
다아, 81, 160
다라, 76, 165
가다, 62, 142
가사, 63, 172
하마, 59, 168
자자, 90, 199
마아, 87, 199
타마, 48, 186
자카, 76, 158
파타, 45, 176
마하, 50, 151
하카, 72, 196
카카, 88, 145
자파, 57, 197
